id,name
1700,"Saranagati - All You Need Is Love (हिन्दी)"
1701,"Sankalpa - Strong Determination (हिन्दी)"
1702,"108 Times Hare Krishna Chanting (हिन्दी)"
1703,"Meaning of Mantra (मराठी)"
1704,"Science Behind Mantras (मराठी)"
1705,"Mantras and Spirituality (मराठी)"
1706,"Overcoming Distractions (मराठी)"
1707,"Manifestation with a Mantra (मराठी)"
1708,"Deeper Meaning of Om Mantra (मराठी)"
1709,"Meditating in Turiya (मराठी)"
1710,"Om Chanting with Turiya (मराठी)"
1711,"108 times Om Chanting (मराठी)"
1712,"21 Times Om Chanting (मराठी)"
1714,"Introduction to Ganesh Mantra (हिन्दी)"
1715,"Ganesh Mantra - 108 Chants (हिन्दी)"
1717,"Introduction to Ganesh Mantra (मराठी)"
1718,"Ganesh Mantra - 108 Chants (मराठी)"
1722,"Spiritual Growth (हिन्दी)"
1723,"Letting Go (हिन्दी)"
1743,"Fikr - Sufi Meditation"
1755,"Affirmations for Pregnancy"
1756,"Prevention Tips for Heart Disease"
1757,"Prevent Diabetes"
1759,"Save your Gut"
1760,"How to be more Masculine?"
1761,"Beat Performance Anxiety"
1762,"Get rid of Period Pains!"
1763,"Thyroid Disease Prevention"
1787,"Navratri Special - Maa Durga Sadhana"
1788,"60 second Reboot"
1789,"Tackling Monday Blues "
1790,"Difficult conversations with your boss"
1791,"Imposter syndrome at work?"
1792,"Healthy competition at work"
1793,"Workplace crisis - SOS"
1794,"To - do list to All done"
1795,"For When You Travel"
1796,"Unwind After Work"
1797,"Before An Important Day!"
1798,"Open Eyes Meditation"
1806,"Introduction to Saraswati Mantra (हिन्दी)"
1807,"Saraswati Mantra - 108 Chants (हिन्दी)"
1808,"Introduction to Vitteshwar Mantra (हिन्दी)"
1809,"Vitteshwar Mantra - 108 Chants (हिन्दी)"
1811,"Why Men Don't Cry"
1812,"Why Men Don't Listen"
1813,"Why Men Feel Heavy"
1814,"How to Fail First"
1815,"Losing your temper? SOS"
1816,"Nervous? Try this -"
1817,"Introduction to Shiva Mantra (हिन्दी)"
1818,"Benefits of the Mantra (हिन्दी)"
1819,"Daily Mantra Sadhana (हिन्दी)"
1820,"108 times Chanting (हिन्दी)"
1823,"Introduction to Bhairav (हिन्दी)"
1824,"Importance of Bhairav Mantra (हिन्दी)"
1825,"Bhairav as Guru (हिन्दी)"
1826,"Connect with Bhairav (हिन्दी)"
1827,"Bhairav Mantra Sadhana (हिन्दी)"
1830,"About Shiva (हिन्दी)"
1831,"Significance of Shiva (हिन्दी)"
1832,"How to Worship Shiva (हिन्दी)"
1833,"Chanting of Namah Shivay (हिन्दी)"
1836,"Batuk Bhairav: Parichay (हिन्दी)"
1837,"Batuk Bhairav: Itihasa (हिन्दी)"
1838,"Batuk Bhairav: Daily Sadhana (हिन्दी)"
1839,"Batuk Bhairav: Upasana 21 Day Special (हिन्दी)"
1840,"Batuk Bhairav Sankalp (3 rounds) (हिन्दी)"
1841,"Batuk Bhairav Sankalp (9 rounds) (हिन्दी)"
1853,"Silencing The Noise (हिन्दी)"
1854,"Conquering Procrastination and Laziness (हिन्दी)"
1855,"Unleashing Your Inner Confidence (हिन्दी)"
1856,"Overcoming Stage Fear (हिन्दी)"
1857,"From Insomnia to Sweet Dreams (हिन्दी)"
